Date : 2022-11-20 21:41:19
Directory : d:\uber\flutter-clean-architecture-uber
Total : 117 files,  4665 codes, 420 comments, 745 blanks, all 5830 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| windows\flutter                                                                                                              |          4 |        108 |         25 |         28 |        161 |
| windows\runner                                                                                                               |          9 |        417 |         83 |        127 |        627 |
+------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| filename                                                                                                                     | language        | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
| d:\uber\flutter-clean-architecture-uber\.github\workflows\ci.yml                                                             | YAML            |         33 |          5 |          7 |         45 |
| d:\uber\flutter-clean-architecture-uber\.github\workflows\firebase-hosting-merge.yml                                         | YAML            |         16 |          2 |          1 |         19 |
| d:\uber\flutter-clean-architecture-uber\.github\workflows\firebase-hosting-pull-request.yml                                  | YAML            |         14 |          2 |          1 |         17 |
| d:\uber\flutter-clean-architecture-uber\.github\workflows\releases.yml                                                       | YAML            |         28 |          6 |          2 |         36 |
| d:\uber\flutter-clean-architecture-uber\README.md                                                                            | Markdown        |          1 |          0 |          0 |          1 |
| d:\uber\flutter-clean-architecture-uber\analysis_options.yaml                                                                | YAML            |          3 |         23 |          4 |         30 |
| d:\uber\flutter-clean-architecture-uber\android\app\build.gradle                                                             | Gradle          |         66 |          6 |         14 |         86 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\debug\AndroidManifest.xml                                            | XML             |          4 |          4 |          1 |          9 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\main\res\drawable-v21\launch_background.xml                          | XML             |          4 |          7 |          2 |         13 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\main\res\drawable\launch_background.xml                              | XML             |          4 |          7 |          2 |         13 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\main\res\values-night\styles.xml                                     | XML             |          9 |          9 |          1 |         19 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\main\res\values\styles.xml                                           | XML             |          9 |          9 |          1 |         19 |
| d:\uber\flutter-clean-architecture-uber\android\app\src\profile\AndroidManifest.xml                                          | XML             |          4 |          4 |          1 |          9 |
| d:\uber\flutter-clean-architecture-uber\android\build.gradle                                                                 | Gradle          |         29 |          0 |          6 |         35 |
| d:\uber\flutter-clean-architecture-uber\android\gradle.properties                                                            | Java Properties |          3 |          0 |          1 |          4 |
| d:\uber\flutter-clean-architecture-uber\android\gradle\wrapper\gradle-wrapper.properties                                     | Java Properties |          5 |          0 |          1 |          6 |
| d:\uber\flutter-clean-architecture-uber\android\settings.gradle                                                              | Gradle          |          8 |          0 |          4 |         12 |
| d:\uber\flutter-clean-architecture-uber\assets\icons\my-location.svg                                                         | XML             |          1 |          0 |          0 |          1 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\AppDelegate.swift                                                         | Swift           |         12 |          0 |          2 |         14 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                          | JSON            |        122 |          0 |          1 |        123 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                        | JSON            |         23 |          0 |          1 |         24 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                            | Markdown        |          3 |          0 |          2 |          5 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Base.lproj\LaunchScreen.storyboard                                        | XML             |         36 |          1 |          1 |         38 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Base.lproj\Main.storyboard                                                | XML             |         25 |          1 |          1 |         27 |
| d:\uber\flutter-clean-architecture-uber\ios\Runner\Runner-Bridging-Header.h                                                  | C++             |          1 |          0 |          1 |          2 |
| d:\uber\flutter-clean-architecture-uber\lib\config\routes\route_app.dart                                                     | Dart            |          7 |          2 |          5 |         14 |
| d:\uber\flutter-clean-architecture-uber\lib\config\themes\app_theme.dart                                                     | Dart            |        140 |          0 |          8 |        148 |
| d:\uber\flutter-clean-architecture-uber\lib\config\themes\theme_service.dart                                                 | Dart            |         15 |          0 |          5 |         20 |
| d:\uber\flutter-clean-architecture-uber\lib\core\functions\toast_show.dart                                                   | Dart            |         33 |          0 |          5 |         38 |
| d:\uber\flutter-clean-architecture-uber\lib\core\my_app.dart                                                                 | Dart            |         53 |          0 |          6 |         59 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\assets_manager.dart                                               | Dart            |          4 |          0 |          3 |          7 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\color_manager.dart                                                | Dart            |         34 |          0 |         13 |         47 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\font_manager.dart                                                 | Dart            |         34 |          0 |         11 |         45 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\strings_manager.dart                                              | Dart            |        141 |          1 |         42 |        184 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\styles_manager.dart                                               | Dart            |         51 |          0 |          8 |         59 |
| d:\uber\flutter-clean-architecture-uber\lib\core\resources\values_manager.dart                                               | Dart            |         65 |          0 |          7 |         72 |
| d:\uber\flutter-clean-architecture-uber\lib\core\translations\app_lang.dart                                                  | Dart            |         26 |          0 |          7 |         33 |
| d:\uber\flutter-clean-architecture-uber\lib\core\translations\langs\ar.dart                                                  | Dart            |        135 |          0 |          1 |        136 |
| d:\uber\flutter-clean-architecture-uber\lib\core\translations\langs\en.dart                                                  | Dart            |        140 |          1 |          2 |        143 |
| d:\uber\flutter-clean-architecture-uber\lib\core\translations\local_storage\local_storage.dart                               | Dart            |          9 |          0 |          3 |         12 |
| d:\uber\flutter-clean-architecture-uber\lib\core\translations\translations.dart                                              | Dart            |          7 |          0 |          2 |          9 |
| d:\uber\flutter-clean-architecture-uber\lib\core\use_case\use_case.dart                                                      | Dart            |         23 |          0 |          6 |         29 |
| d:\uber\flutter-clean-architecture-uber\lib\core\utility\app_prefs.dart                                                      | Dart            |         13 |          0 |          7 |         20 |
| d:\uber\flutter-clean-architecture-uber\lib\core\utility\constant.dart                                                       | Dart            |          1 |          0 |          0 |          1 |
| d:\uber\flutter-clean-architecture-uber\lib\core\utility\injector.dart                                                       | Dart            |         43 |         14 |         15 |         72 |
| d:\uber\flutter-clean-architecture-uber\lib\core\widgets\multi_bloc_provider.dart                                            | Dart            |         20 |          0 |          4 |         24 |
| d:\uber\flutter-clean-architecture-uber\lib\data\data_sources\firebase_auth.dart                                             | Dart            |         40 |          0 |         11 |         51 |
| d:\uber\flutter-clean-architecture-uber\lib\data\data_sources\firebase_user_info.dart                                        | Dart            |         21 |          0 |          5 |         26 |
| d:\uber\flutter-clean-architecture-uber\lib\data\models\personal_info.dart                                                   | Dart            |         30 |          0 |          3 |         33 |
| d:\uber\flutter-clean-architecture-uber\lib\data\repositories_impl\firebase_auth_repo_impl.dart                              | Dart            |         28 |          0 |          4 |         32 |
| d:\uber\flutter-clean-architecture-uber\lib\data\repositories_impl\personal_info_repo_impl.dart                              | Dart            |         21 |          0 |          3 |         24 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\entities\registered_user.dart                                             | Dart            |          5 |          0 |          2 |          7 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\repositories\auth_repository.dart                                         | Dart            |          5 |          0 |          1 |          6 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\repositories\personal_info_repository.dart                                | Dart            |          5 |          0 |          2 |          7 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\use_cases\auth\log_out.dart                                               | Dart            |         10 |          0 |          4 |         14 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\use_cases\auth\submit_otp.dart                                            | Dart            |         10 |          0 |          4 |         14 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\use_cases\auth\submit_phone_umber.dart                                    | Dart            |         10 |          0 |          4 |         14 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\use_cases\personal_info\create_new_user.dart                              | Dart            |         11 |          0 |          4 |         15 |
| d:\uber\flutter-clean-architecture-uber\lib\domain\use_cases\personal_info\get_user_info.dart                                | Dart            |         11 |          0 |          4 |         15 |
| d:\uber\flutter-clean-architecture-uber\lib\generated\assets.dart                                                            | Dart            |          0 |          0 |          1 |          1 |
| d:\uber\flutter-clean-architecture-uber\lib\main.dart                                                                        | Dart            |         23 |          1 |          5 |         29 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\custom_circulars_progress.dart                       | Dart            |         41 |          0 |          7 |         48 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\custom_elevated_button.dart                          | Dart            |         37 |          0 |          4 |         41 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\custom_google_map.dart                               | Dart            |         40 |          3 |          3 |         46 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\custom_outlined_button.dart                          | Dart            |         30 |          0 |          4 |         34 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\text_field\custom_text_field.dart                    | Dart            |         48 |          0 |          3 |         51 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\common_widgets\text_field\mobile_phone_text_field.dart              | Dart            |         35 |          0 |          5 |         40 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_cubit.dart                    | Dart            |         43 |          0 |          5 |         48 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_state.dart                    | Dart            |         19 |          0 |         10 |         29 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\cubit\personal_info_cubit\personal_info_cubit_cubit.dart            | Dart            |         31 |          0 |          6 |         37 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\cubit\personal_info_cubit\personal_info_cubit_state.dart            | Dart            |         21 |          0 |          9 |         30 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\layouts\base_layout.dart                                            | Dart            |         59 |          0 |          9 |         68 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\account\account_page.dart                                     | Dart            |         19 |          0 |          5 |         24 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\activity\activity_page.dart                                   | Dart            |         33 |          0 |          4 |         37 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\home\home_page.dart                                           | Dart            |        200 |          0 |         17 |        217 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\map\logic\map_page_logic.dart                                 | Dart            |         34 |          0 |          6 |         40 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\map\view\map_page.dart                                        | Dart            |        130 |         15 |         13 |        158 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\code_verification\logic\code_verification_logic.dart | Dart            |         27 |          0 |          4 |         31 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\code_verification\view\code_verification.dart        | Dart            |        186 |          0 |         11 |        197 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\complete_user_info\logic\complete_user_logic.dart    | Dart            |         77 |          2 |         18 |         97 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\complete_user_info\view\complete_user_info.dart      | Dart            |         86 |          0 |          5 |         91 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\register_page\logic\register_page_logic.dart         | Dart            |         18 |          0 |          3 |         21 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\register_page\view\register_page.dart                | Dart            |        168 |          0 |         12 |        180 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\widgets\custom_register_button.dart                  | Dart            |         78 |          0 |          7 |         85 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\register\widgets\next_button.dart                             | Dart            |         51 |          0 |          3 |         54 |
| d:\uber\flutter-clean-architecture-uber\lib\presentation\pages\type_of_register\type_of_register.dart                        | Dart            |         55 |          0 |          9 |         64 |
| d:\uber\flutter-clean-architecture-uber\linux\CMakeLists.txt                                                                 | CMake           |         75 |         38 |         26 |        139 |
| d:\uber\flutter-clean-architecture-uber\linux\flutter\CMakeLists.txt                                                         | CMake           |         66 |         13 |         10 |         89 |
| d:\uber\flutter-clean-architecture-uber\linux\flutter\generated_plugin_registrant.cc                                         | C++             |          3 |          4 |          5 |         12 |
| d:\uber\flutter-clean-architecture-uber\linux\flutter\generated_plugin_registrant.h                                          | C++             |          5 |          5 |          6 |         16 |
| d:\uber\flutter-clean-architecture-uber\linux\flutter\generated_plugins.cmake                                                | CMake           |         15 |          3 |          6 |         24 |
| d:\uber\flutter-clean-architecture-uber\linux\main.cc                                                                        | C++             |          5 |          0 |          2 |          7 |
| d:\uber\flutter-clean-architecture-uber\linux\my_application.cc                                                              | C++             |         74 |         11 |         20 |        105 |
| d:\uber\flutter-clean-architecture-uber\linux\my_application.h                                                               | C++             |          7 |          7 |          5 |         19 |
| d:\uber\flutter-clean-architecture-uber\macos\Flutter\GeneratedPluginRegistrant.swift                                        | Swift           |         20 |          3 |          4 |         27 |
| d:\uber\flutter-clean-architecture-uber\macos\Runner\AppDelegate.swift                                                       | Swift           |          8 |          0 |          2 |         10 |
| d:\uber\flutter-clean-architecture-uber\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                        | JSON            |         68 |          0 |          1 |         69 |
| d:\uber\flutter-clean-architecture-uber\macos\Runner\Base.lproj\MainMenu.xib                                                 | XML             |        343 |          0 |          1 |        344 |
| d:\uber\flutter-clean-architecture-uber\macos\Runner\MainFlutterWindow.swift                                                 | Swift           |         12 |          0 |          4 |         16 |
| d:\uber\flutter-clean-architecture-uber\pubspec.yaml                                                                         | YAML            |         41 |         52 |          9 |        102 |
| d:\uber\flutter-clean-architecture-uber\test\widget_test.dart                                                                | Dart            |         14 |         10 |          7 |         31 |
| d:\uber\flutter-clean-architecture-uber\web\index.html                                                                       | HTML            |         37 |         16 |          6 |         59 |
| d:\uber\flutter-clean-architecture-uber\web\manifest.json                                                                    | JSON            |         35 |          0 |          1 |         36 |
| d:\uber\flutter-clean-architecture-uber\windows\CMakeLists.txt                                                               | CMake           |         59 |         25 |         18 |        102 |
| d:\uber\flutter-clean-architecture-uber\windows\flutter\CMakeLists.txt                                                       | CMake           |         81 |         13 |         11 |        105 |
| d:\uber\flutter-clean-architecture-uber\windows\flutter\generated_plugin_registrant.cc                                       | C++             |          6 |          4 |          5 |         15 |
| d:\uber\flutter-clean-architecture-uber\windows\flutter\generated_plugin_registrant.h                                        | C++             |          5 |          5 |          6 |         16 |
| d:\uber\flutter-clean-architecture-uber\windows\flutter\generated_plugins.cmake                                              | CMake           |         16 |          3 |          6 |         25 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\CMakeLists.txt                                                        | CMake           |         21 |         12 |          7 |         40 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\flutter_window.cpp                                                    | C++             |         45 |          4 |         13 |         62 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\flutter_window.h                                                      | C++             |         20 |          5 |          9 |         34 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\main.cpp                                                              | C++             |         30 |          4 |         10 |         44 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\resource.h                                                            | C++             |          9 |          6 |          2 |         17 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\utils.cpp                                                             | C++             |         53 |          2 |         10 |         65 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\utils.h                                                               | C++             |          8 |          6 |          6 |         20 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\win32_window.cpp                                                      | C++             |        183 |         15 |         48 |        246 |
| d:\uber\flutter-clean-architecture-uber\windows\runner\win32_window.h                                                        | C++             |         48 |         29 |         22 |         99 |
| Total                                                                                                                        |                 |      4,665 |        420 |        745 |      5,830 |
+------------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
